年
38,921,未来警察,,198万,7.9万,2010,数据纠错,
39,939,唐伯虎点秋香2,,187万,6.98万,2010,数据纠错,
40,964,恋爱通告,,182万,5.63万,2010,数据纠错,
年
1,43,阿凡达,,2762万,38.6万,2010,数据纠错,
2,134,唐山大地震,,1817万,37.28万,2010,数据纠错,
3,138,让子弹飞,,1754万,37.87万,2010,数据纠错,
4,205,非诚勿扰2,,1250万,28.66万,2010,数据纠错,
5,214,盗梦空间,,1345万,27.5万,2010,数据纠错,
6,327,狄仁杰之通天帝国,,885万,22.04万,2010,数据纠错,
7,385,叶问2 宗师传奇,,706万,20.01万,2010,数据纠错,
8,406,敢死队,,867万,18.01万,2010,数据纠错,
9,415,哈利·波特与死亡圣器（上）,,661万,17.73万,2010,数据纠错,
10,456,赵氏孤儿,,571.12万,21.66万,2010,数据纠错,
11,466,钢铁侠2,,548万,16.64万,2010,数据纠错,
12,472,诸神之战,,355万,9.52万,2010,数据纠错,
13,505,波斯王子：时之刃,,504万,14.65万,2010,数据纠错,
14,506,大兵小将,,505万,12.61万,2010,数据纠错,
15,525,大笑江湖,,--,--,2010,数据纠错,
16,546,山楂树之恋,,445万,15.51万,2010,数据纠错,
17,552,锦衣卫(2010),,445万,11.51万,2010,数据纠错,
18,560,精武风云·陈真,,433万,13.35万,2010,数据纠错,
19,570,生化危机4,,343万,13.24万,2010,数据纠错,
20,582,越光宝盒,,416万,13.49万,2010,数据纠错,
年
21,585,全城热恋,,394万,10.41万,2010,数据纠错,
22,588,杜拉拉升职记,,412万,13.37万,2010,数据纠错,
23,592,枪王之王,,411万,11.89万,2010,数据纠错,
24,599,喜羊羊与灰太狼2,,442万,10.97万,2010,数据纠错,
25,623,玩具总动员3,,262万,9.51万,2010,数据纠错,
26,698,孔子,,308万,9.63万,2010,数据纠错,
27,731,危情谍战,,290万,8.81万,2010,数据纠错,
28,733,驯龙高手,,211万,8.85万,2010,数据纠错,
29,734,怪物史瑞克4,,209万,6.79万,2010,数据纠错,
30,739,全城戒备,,289万,8.13万,2010,数据纠错,
31,783,大侦探福尔摩斯,,253万,8.22万,2010,数据纠错,
32,838,西风烈,,217万,10.66万,2010,数据纠错,
33,845,邻家特工,,234万,8.16万,2010,数据纠错,
34,864,剑雨,,203万,7.95万,2010,数据纠错,
35,868,危情时速,,214万,8.82万,2010,数据纠错,
36,908,魔法师的学徒,,203万,7.61万,2010,数据纠错,
37,910,花田囍事2010,,203万,5.61万,2010,数据纠错,
38,921,未来警察,,198万,7.9万,2010,数据纠错,
39,939,唐伯虎点秋香2,,187万,6.98万,2010,数据纠错,
40,964,恋爱通告,,182万,5.63万,2010,数据纠错,
年
1,43,阿凡达,,2762万,38.6万,2010,数据纠错,
2,134,唐山大地震,,1817万,37.28万,2010,数据纠错,
3,138,让子弹飞,,1754万,37.87万,2010,数据纠错,
4,205,非诚勿扰2,,1250万,28.66万,2010,数据纠错,
5,214,盗梦空间,,1345万,27.5万,2010,数据纠错,
6,327,狄仁杰之通天帝国,,885万,22.04万,2010,数据纠错,
7,385,叶问2 宗师传奇,,706万,20.01万,2010,数据纠错,
8,406,敢死队,,867万,18.01万,2010,数据纠错,
9,415,哈利·波特与死亡圣器（上）,,661万,17.73万,2010,数据纠错,
10,456,赵氏孤儿,,571.12万,21.66万,2010,数据纠错,
11,466,钢铁侠2,,548万,16.64万,2010,数据纠错,
12,472,诸神之战,,355万,9.52万,2010,数据纠错,
13,505,波斯王子：时之刃,,504万,14.65万,2010,数据纠错,
14,506,大兵小将,,505万,12.61万,2010,数据纠错,
15,525,大笑江湖,,--,--,2010,数据纠错,
16,546,山楂树之恋,,445万,15.51万,2010,数据纠错,
17,552,锦衣卫(2010),,445万,11.51万,2010,数据纠错,
18,560,精武风云·陈真,,433万,13.35万,2010,数据纠错,
19,570,生化危机4,,343万,13.24万,2010,数据纠错,
20,582,越光宝盒,,416万,13.49万,2010,数据纠错,
年
21,585,全城热恋,,394万,10.41万,2010,数据纠错,
22,588,杜拉拉升职记,,412万,13.37万,2010,数据纠错,
23,592,枪王之王,,411万,11.89万,2010,数据纠错,
24,599,喜羊羊与灰太狼2,,442万,10.97万,2010,数据纠错,
25,623,玩具总动员3,,262万,9.51万,2010,数据纠错,
26,698,孔子,,308万,9.63万,2010,数据纠错,
27,731,危情谍战,,290万,8.81万,2010,数据纠错,
28,733,驯龙高手,,211万,8.85万,2010,数据纠错,
29,734,怪物史瑞克4,,209万,6.79万,2010,数据纠错,
30,739,全城戒备,,289万,8.13万,2010,数据纠错,
31,783,大侦探福尔摩斯,,253万,8.22万,2010,数据纠错,
32,838,西风烈,,217万,10.66万,2010,数据纠错,
33,845,邻家特工,,234万,8.16万,2010,数据纠错,
34,864,剑雨,,203万,7.95万,2010,数据纠错,
35,868,危情时速,,214万,8.82万,2010,数据纠错,
36,908,魔法师的学徒,,203万,7.61万,2010,数据纠错,
37,910,花田囍事2010,,203万,5.61万,2010,数据纠错,
38,921,未来警察,,198万,7.9万,2010,数据纠错,
39,939,唐伯虎点秋香2,,187万,6.98万,2010,数据纠错,
40,964,恋爱通告,,182万,5.63万,2010,数据纠错,
年
1,66,变形金刚3,,2590万,47.64万,2011,数据纠错,
2,152,功夫熊猫2,,1626万,38.95万,2011,数据纠错,
3,154,金陵十三钗,,1485万,53万,2011,数据纠错,
4,174,龙门飞甲,,1213万,31.11万,2011,数据纠错,
5,209,加勒比海盗4,,1236万,26.69万,2011,数据纠错,
6,242,建党伟业,,1235万,33.16万,2011,数据纠错,
7,243,哈利波特与死亡圣器(下),,1038.61万,26.44万,2011,数据纠错,
8,276,失恋33天,,1120万,29.04万,2011,数据纠错,
9,367,速度与激情5,,791万,21.22万,2011,数据纠错,
10,384,蓝精灵,,669万,17.7万,2011,数据纠错,
11,395,洛杉矶之战,,716万,23.22万,2011,数据纠错,
12,409,新少林寺,,599万,17.68万,2011,数据纠错,
13,419,白蛇传说(2011),,651万,24.33万,2011,数据纠错,
14,444,猩球崛起,,635万,19.51万,2011,数据纠错,
15,445,将爱情进行到底,,561万,20.54万,2011,数据纠错,
16,457,武林外传,,530万,16.2万,2011,数据纠错,
17,469,画壁,,544万,19.99万,2011,数据纠错,
18,482,武侠,,509万,17.98万,2011,数据纠错,
19,501,最强囍事2011,,497万,14.17万,2011,数据纠错,
20,514,关云长,,470万,18.41万,2011,数据纠错,
年
21,528,鸿门宴,,468万,18.24万,2011,数据纠错,
22,555,喜羊羊与灰太狼之兔年顶呱呱,,463万,15.21万,2011,数据纠错,
23,561,倩女幽魂(2011),,414万,18.73万,2011,数据纠错,
24,562,青蜂侠,,338万,11.47万,2011,数据纠错,
25,564,里约大冒险,,356万,12.97万,2011,数据纠错,
26,572,致命伴旅,,408万,14.3万,2011,数据纠错,
27,597,铁甲钢拳,,389万,13.29万,2011,数据纠错,
28,610,纳尼亚传奇3,,313万,11.16万,2011,数据纠错,
29,624,创战纪,,270万,10.29万,2011,数据纠错,
30,633,夺命深渊,,291万,11.99万,2011,数据纠错,
31,636,丁丁历险记,,314万,10.94万,2011,数据纠错,
32,642,关键第四号,,349万,14.98万,2011,数据纠错,
33,649,亲密敌人,,317万,57.57万,2011,数据纠错,
34,687,财神客栈,,341万,12.77万,2011,数据纠错,
35,711,雷神,,256.26万,10.2万,2011,数据纠错,
36,715,单身男女,,290万,12.9万,2011,数据纠错,
37,723,美国队长,,254.5万,11.9万,2011,数据纠错,
38,742,孤岛惊魂,,289.53万,11.15万,2011,数据纠错,
39,775,惊天战神,,218.31万,8.84万,2011,数据纠错,
40,777,杨善洲,,--,--,2011,数据纠错,
年
1,46,人再囧途之泰囧,,3910万,66.91万,2012,数据纠错,
2,78,泰坦尼克号3D版,,2130万,38.17万,2012,数据纠错,
3,86,十二生肖,,2160万,41.61万,2012,数据纠错,
4,121,画皮II,,1713万,45.62万,2012,数据纠错,
5,133,碟中谍4：幽灵协议,,1921万,43.47万,2012,数据纠错,
6,169,少年派的奇幻漂流,,1446万,36.79万,2012,数据纠错,
7,171,复仇者联盟,,1361万,39.51万,2012,数据纠错,
8,194,黑衣人3,,1244万,41.79万,2012,数据纠错,
9,219,冰川时代4,,1179万,40.25万,2012,数据纠错,
10,256,地心历险记2：神秘岛,,925万,28.82万,2012,数据纠错,
11,265,一九四二(冯小刚),,1012万,31.33万,2012,数据纠错,
12,288,蝙蝠侠：黑暗骑士崛起,,912万,29.8万,2012,数据纠错,
13,294,敢死队2,,1025万,38.83万,2012,数据纠错,
14,310,超凡蜘蛛侠,,766万,27.55万,2012,数据纠错,
15,311,超级战舰,,916万,28.12万,2012,数据纠错,
16,360,异星战场：约翰・卡特传奇,,921万,24.95万,2012,数据纠错,
17,369,寒战,,801万,35.87万,2012,数据纠错,
18,387,听风者,,655万,24.22万,2012,数据纠错,
19,399,普罗米修斯,,557万,22.85万,2012,数据纠错,
20,417,谍影重重4,,653万,28.04万,2012,数据纠错,
年
21,420,马达加斯加3,,541万,21.74万,2012,数据纠错,
22,451,大侦探福尔摩斯2：诡影游戏,,579万,15.42万,2012,数据纠错,
23,454,四大名捕,,590万,24.76万,2012,数据纠错,
24,473,饥饿游戏,,509万,19.07万,2012,数据纠错,
25,477,大魔术师,,516.6万,15.12万,2012,数据纠错,
26,478,搜索,,529万,21.57万,2012,数据纠错,
27,497,喜羊羊与灰太狼之开心闯龙年,,562万,19.87万,2012,数据纠错,
28,507,诸神之怒,,393万,15.88万,2012,数据纠错,
29,517,大海啸之鲨口逃生,,411万,22.33万,2012,数据纠错,
30,520,消失的子弹,,483万,18.26万,2012,数据纠错,
31,531,黄金大劫案,,465万,18.86万,2012,数据纠错,
32,538,大上海,,436.3万,14.54万,2012,数据纠错,
33,543,太极1从零开始,,367万,20.89万,2012,数据纠错,
34,554,白鹿原,,367万,15.31万,2012,数据纠错,
35,571,爱LOVE,,386万,13.23万,2012,数据纠错,
36,573,2012(3D版),,366万,16.22万,2012,数据纠错,
37,589,环形使者,,394万,17.24万,2012,数据纠错,
38,591,逆战,,391万,12.8万,2012,数据纠错,
39,627,战马,,360万,14.88万,2012,数据纠错,
40,630,太极2：英雄崛起,,294万,19.36万,2012,数据纠错,
年
1,48,西游降魔篇,,3103.79万,76.72万,2013,数据纠错,
2,101,钢铁侠3,,1874.24万,54.13万,2013,数据纠错,
3,117,致我们终将逝去的青春,,2233.56万,62.03万,2013,数据纠错,
4,118,私人订制,,2021.61万,62.5万,2013,数据纠错,
5,126,环太平洋,,1739.25万,45.47万,2013,数据纠错,
6,157,狄仁杰之神都龙王,,1503.79万,50.94万,2013,数据纠错,
7,178,中国合伙人,,1670.38万,58.55万,2013,数据纠错,
8,179,警察故事2013,,1352.9万,50.54万,2013,数据纠错,
9,188,北京遇上西雅图,,1628.16万,49.62万,2013,数据纠错,
10,197,小时代,,1522.24万,45.15万,2013,数据纠错,
11,226,地心引力,,1053.92万,42.95万,2013,数据纠错,
12,233,速度与激情6,,1292万,31.36万,2013,数据纠错,
13,252,疯狂原始人,,1087.15万,35.55万,2013,数据纠错,
14,253,超人：钢铁之躯,,967.19万,32.75万,2013,数据纠错,
15,263,007：大破天幕杀机,,1080.46万,36.77万,2013,数据纠错,
16,278,星际迷航：暗黑无界,,869.27万,35.07万,2013,数据纠错,
17,284,侏罗纪公园(3D),,902.49万,33.77万,2013,数据纠错,
18,285,雷神2：黑暗世界,,883.52万,37.05万,2013,数据纠错,
19,291,特种部队：全面反击,,847.35万,32.11万,2013,数据纠错,
20,303,霍比特人：意外之旅,,713.02万,25.03万,2013,数据纠错,
年
21,308,风暴,,--,--,2013,数据纠错,
22,321,天机：富春山居图,,768.5万,30.35万,2013,数据纠错,
23,324,小时代2：青木时代,,950.09万,31.5万,2013,数据纠错,
24,335,一代宗师(2013),,795.11万,31.79万,2013,数据纠错,
25,338,不二神探,,908.55万,34.08万,2013,数据纠错,
26,353,厨子戏子痞子,,857.68万,30.65万,2013,数据纠错,
27,363,无人区,,827.69万,35.12万,2013,数据纠错,
28,370,金蝉脱壳,,807.83万,33.97万,2013,数据纠错,
29,375,金刚狼2,,680.22万,33.89万,2013,数据纠错,
30,381,扫毒,,744.84万,31.49万,2013,数据纠错,
31,413,重返地球,,651.91万,24.25万,2013,数据纠错,
32,422,怪兽大学,,571.6万,24.82万,2013,数据纠错,
33,424,盲探,,650.61万,23.68万,2013,数据纠错,
34,437,虎胆龙威5,,624.72万,29.88万,2013,数据纠错,
35,440,101次求婚(2013),,598.73万,23.19万,2013,数据纠错,
36,453,分手合约,,611.91万,26.75万,2013,数据纠错,
37,465,全民目击,,570.07万,27.86万,2013,数据纠错,
38,471,饥饿游戏2：星火燎原,,532.03万,24.41万,2013,数据纠错,
39,474,惊天危机,,541.43万,20.35万,2013,数据纠错,
40,476,四大名捕2,,473.66万,24.8万,2013,数据纠错,
年
1,20,变形金刚4：绝迹重生,,4742.92万,93.03万,2014,数据纠错,
2,58,心花路放,,3398万,92.3万,2014,数据纠错,
3,67,西游记之大闹天宫,,2491.9万,59.92万,2014,数据纠错,
4,85,智取威虎山3D,,2149万,78万,2014,数据纠错,
5,105,星际穿越,,2070万,60.41万,2014,数据纠错,
6,113,X战警：逆转未来,,1936.09万,63.21万,2014,数据纠错,
7,115,美国队长2,,1840万,58.15万,2014,数据纠错,
8,119,猩球崛起2：黎明之战,,1931.86万,65.6万,2014,数据纠错,
9,123,爸爸去哪儿,,2187万,50.8万,2014,数据纠错,
10,136,分手大师,,2001.33万,56.24万,2014,数据纠错,
11,145,后会无期,,1966.75万,56.29万,2014,数据纠错,
12,161,银河护卫队,,1578.19万,63.78万,2014,数据纠错,
13,163,美女与野兽,,--,5.65万,2014,数据纠错,
14,164,超凡蜘蛛侠2,,1524.71万,62.79万,2014,数据纠错,
15,165,匆匆那年,,1694万,69万,2014,数据纠错,
16,185,澳门风云,,1623万,49.92万,2014,数据纠错,
17,186,小时代3：刺金时代,,1650.16万,47.31万,2014,数据纠错,
18,190,一步之遥,,1213万,49万,2014,数据纠错,
19,204,哥斯拉,,1267.01万,46.95万,2014,数据纠错,
20,213,霍比特人：史矛革之战,,1135万,40.71万,2014,数据纠错,
年
21,215,同桌的妳,,1390万,56.65万,2014,数据纠错,
22,217,敢死队3,,1398.33万,57.14万,2014,数据纠错,
23,234,极品飞车,,1071.04万,46.44万,2014,数据纠错,
24,237,京城81号,,1161.28万,37.31万,2014,数据纠错,
25,238,明日边缘,,1080.2万,43.26万,2014,数据纠错,
26,240,北京爱情故事,,1205.02万,42.89万,2014,数据纠错,
27,249,驯龙高手2,,1079.01万,42.85万,2014,数据纠错,
28,255,白发魔女传之明月天国,,1022.04万,39.75万,2014,数据纠错,
29,259,忍者神龟：变种时代,,--,--,2014,数据纠错,
30,286,亲爱的,,--,--,2014,数据纠错,
31,296,神偷奶爸2,,869万,37.58万,2014,数据纠错,
32,304,机械战警,,854.4万,40.24万,2014,数据纠错,
33,314,窃听风云3,,917.38万,41.24万,2014,数据纠错,
34,322,冰雪奇缘,,810万,27.86万,2014,数据纠错,
35,326,沉睡魔咒,,780万,30.36万,2014,数据纠错,
36,328,归来,,853.55万,42.5万,2014,数据纠错,
37,340,微爱之渐入佳境,,--,--,2014,数据纠错,
38,350,超体,,--,--,2014,数据纠错,
39,352,催眠大师,,881万,40.5万,2014,数据纠错,
40,371,马达加斯加的企鹅,,--,--,2014,数据纠错,
年
1,43,阿凡达,,2762万,38.6万,2010,数据纠错,
2,134,唐山大地震,,1817万,37.28万,2010,数据纠错,
3,138,让子弹飞,,1754万,37.87万,2010,数据纠错,
4,205,非诚勿扰2,,1250万,28.66万,2010,数据纠错,
5,214,盗梦空间,,1345万,27.5万,2010,数据纠错,
6,327,狄仁杰之通天帝国,,885万,22.04万,2010,数据纠错,
7,385,叶问2 宗师传奇,,706万,20.01万,2010,数据纠错,
8,406,敢死队,,867万,18.01万,2010,数据纠错,
9,415,哈利·波特与死亡圣器（上）,,661万,17.73万,2010,数据纠错,
10,456,赵氏孤儿,,571.12万,21.66万,2010,数据纠错,
11,466,钢铁侠2,,548万,16.64万,2010,数据纠错,
12,472,诸神之战,,355万,9.52万,2010,数据纠错,
13,505,波斯王子：时之刃,,504万,14.65万,2010,数据纠错,
14,506,大兵小将,,505万,12.61万,2010,数据纠错,
15,525,大笑江湖,,--,--,2010,数据纠错,
16,546,山楂树之恋,,445万,15.51万,2010,数据纠错,
17,552,锦衣卫(2010),,445万,11.51万,2010,数据纠错,
18,560,精武风云·陈真,,433万,13.35万,2010,数据纠错,
19,570,生化危机4,,343万,13.24万,2010,数据纠错,
20,582,越光宝盒,,416万,13.49万,2010,数据纠错,
年
21,585,全城热恋,,394万,10.41万,2010,数据纠错,
22,588,杜拉拉升职记,,412万,13.37万,2010,数据纠错,
23,592,枪王之王,,411万,11.89万,2010,数据纠错,
24,599,喜羊羊与灰太狼2,,442万,10.97万,2010,数据纠错,
25,623,玩具总动员3,,262万,9.51万,2010,数据纠错,
26,698,孔子,,308万,9.63万,2010,数据纠错,
27,731,危情谍战,,290万,8.81万,2010,数据纠错,
28,733,驯龙高手,,211万,8.85万,2010,数据纠错,
29,734,怪物史瑞克4,,209万,6.79万,2010,数据纠错,
30,739,全城戒备,,289万,8.13万,2010,数据纠错,
31,783,大侦探福尔摩斯,,253万,8.22万,2010,数据纠错,
32,838,西风烈,,217万,10.66万,2010,数据纠错,
33,845,邻家特工,,234万,8.16万,2010,数据纠错,
34,864,剑雨,,203万,7.95万,2010,数据纠错,
35,868,危情时速,,214万,8.82万,2010,数据纠错,
36,908,魔法师的学徒,,203万,7.61万,2010,数据纠错,
37,910,花田囍事2010,,203万,5.61万,2010,数据纠错,
38,921,未来警察,,198万,7.9万,2010,数据纠错,
39,939,唐伯虎点秋香2,,187万,6.98万,2010,数据纠错,
40,964,恋爱通告,,182万,5.63万,2010,数据纠错,
年
1,66,变形金刚3,,2590万,47.64万,2011,数据纠错,
2,152,功夫熊猫2,,1626万,38.95万,2011,数据纠错,
3,154,金陵十三钗,,1485万,53万,2011,数据纠错,
4,174,龙门飞甲,,1213万,31.11万,2011,数据纠错,
5,209,加勒比海盗4,,1236万,26.69万,2011,数据纠错,
6,242,建党伟业,,1235万,33.16万,2011,数据纠错,
7,243,哈利波特与死亡圣器(下),,1038.61万,26.44万,2011,数据纠错,
8,276,失恋33天,,1120万,29.04万,2011,数据纠错,
9,367,速度与激情5,,791万,21.22万,2011,数据纠错,
10,384,蓝精灵,,669万,17.7万,2011,数据纠错,
11,395,洛杉矶之战,,716万,23.22万,2011,数据纠错,
12,409,新少林寺,,599万,17.68万,2011,数据纠错,
13,419,白蛇传说(2011),,651万,24.33万,2011,数据纠错,
14,444,猩球崛起,,635万,19.51万,2011,数据纠错,
15,445,将爱情进行到底,,561万,20.54万,2011,数据纠错,
16,457,武林外传,,530万,16.2万,2011,数据纠错,
17,469,画壁,,544万,19.99万,2011,数据纠错,
18,482,武侠,,509万,17.98万,2011,数据纠错,
19,501,最强囍事2011,,497万,14.17万,2011,数据纠错,
20,514,关云长,,470万,18.41万,2011,数据纠错,
年
21,528,鸿门宴,,468万,18.24万,2011,数据纠错,
22,555,喜羊羊与灰太狼之兔年顶呱呱,,463万,15.21万,2011,数据纠错,
23,561,倩女幽魂(2011),,414万,18.73万,2011,数据纠错,
24,562,青蜂侠,,338万,11.47万,2011,数据纠错,
25,564,里约大冒险,,356万,12.97万,2011,数据纠错,
26,572,致命伴旅,,408万,14.3万,2011,数据纠错,
27,597,铁甲钢拳,,389万,13.29万,2011,数据纠错,
28,610,纳尼亚传奇3,,313万,11.16万,2011,数据纠错,
29,624,创战纪,,270万,10.29万,2011,数据纠错,
30,633,夺命深渊,,291万,11.99万,2011,数据纠错,
31,636,丁丁历险记,,314万,10.94万,2011,数据纠错,
32,642,关键第四号,,349万,14.98万,2011,数据纠错,
33,649,亲密敌人,,317万,57.57万,2011,数据纠错,
34,687,财神客栈,,341万,12.77万,2011,数据纠错,
35,711,雷神,,256.26万,10.2万,2011,数据纠错,
36,715,单身男女,,290万,12.9万,2011,数据纠错,
37,723,美国队长,,254.5万,11.9万,2011,数据纠错,
38,742,孤岛惊魂,,289.53万,11.15万,2011,数据纠错,
39,775,惊天战神,,218.31万,8.84万,2011,数据纠错,
40,777,杨善洲,,--,--,2011,数据纠错,
年
1,46,人再囧途之泰囧,,3910万,66.91万,2012,数据纠错,
2,78,泰坦尼克号3D版,,2130万,38.17万,2012,数据纠错,
3,86,十二生肖,,2160万,41.61万,2012,数据纠错,
4,121,画皮II,,1713万,45.62万,2012,数据纠错,
5,133,碟中谍4：幽灵协议,,1921万,43.47万,2012,数据纠错,
6,169,少年派的奇幻漂流,,1446万,36.79万,2012,数据纠错,
7,171,复仇者联盟,,1361万,39.51万,2012,数据纠错,
8,194,黑衣人3,,1244万,41.79万,2012,数据纠错,
9,219,冰川时代4,,1179万,40.25万,2012,数据纠错,
10,256,地心历险记2：神秘岛,,925万,28.82万,2012,数据纠错,
11,265,一九四二(冯小刚),,1012万,31.33万,2012,数据纠错,
12,288,蝙蝠侠：黑暗骑士崛起,,912万,29.8万,2012,数据纠错,
13,294,敢死队2,,1025万,38.83万,2012,数据纠错,
14,310,超凡蜘蛛侠,,766万,27.55万,2012,数据纠错,
15,311,超级战舰,,916万,28.12万,2012,数据纠错,
16,360,异星战场：约翰・卡特传奇,,921万,24.95万,2012,数据纠错,
17,369,寒战,,801万,35.87万,2012,数据纠错,
18,387,听风者,,655万,24.22万,2012,数据纠错,
19,399,普罗米修斯,,557万,22.85万,2012,数据纠错,
20,417,谍影重重4,,653万,28.04万,2012,数据纠错,
年
21,420,马达加斯加3,,541万,21.74万,2012,数据纠错,
22,451,大侦探福尔摩斯2：诡影游戏,,579万,15.42万,2012,数据纠错,
23,454,四大名捕,,590万,24.76万,2012,数据纠错,
24,473,饥饿游戏,,509万,19.07万,2012,数据纠错,
25,477,大魔术师,,516.6万,15.12万,2012,数据纠错,
26,478,搜索,,529万,21.57万,2012,数据纠错,
27,497,喜羊羊与灰太狼之开心闯龙年,,562万,19.87万,2012,数据纠错,
28,507,诸神之怒,,393万,15.88万,2012,数据纠错,
29,517,大海啸之鲨口逃生,,411万,22.33万,2012,数据纠错,
30,520,消失的子弹,,483万,18.26万,2012,数据纠错,
31,531,黄金大劫案,,465万,18.86万,2012,数据纠错,
32,538,大上海,,436.3万,14.54万,2012,数据纠错,
33,543,太极1从零开始,,367万,20.89万,2012,数据纠错,
34,554,白鹿原,,367万,15.31万,2012,数据纠错,
35,571,爱LOVE,,386万,13.23万,2012,数据纠错,
36,573,2012(3D版),,366万,16.22万,2012,数据纠错,
37,589,环形使者,,394万,17.24万,2012,数据纠错,
38,591,逆战,,391万,12.8万,2012,数据纠错,
39,627,战马,,360万,14.88万,2012,数据纠错,
40,630,太极2：英雄崛起,,294万,19.36万,2012,数据纠错,
年
1,48,西游降魔篇,,3103.79万,76.72万,2013,数据纠错,
2,101,钢铁侠3,,1874.24万,54.13万,2013,数据纠错,
